2022-06-10-17_32_57  Epoch: 0, Training Step: 0, Loss: 17.375476837158203, Learning Rate: 5e-05
2022-06-11-15_44_26  Epoch: 13, Training Step: 2800, Loss: 1.0274384021759033, Learning Rate: 0.0005
2022-06-11-15_44_53  Epoch: 13, Training Step: 2900, Loss: 1.2400600910186768, Learning Rate: 0.0005
2022-06-11-15_45_21  Epoch: 13, Training Step: 3000, Loss: 1.0701520442962646, Learning Rate: 0.0005
2022-06-11-15_45_48  Epoch: 13, Training Step: 3100, Loss: 1.0338224172592163, Learning Rate: 0.0005
2022-06-11-15_46_14  Epoch: 13, Training Step: 3200, Loss: 0.9902729988098145, Learning Rate: 0.0005
2022-06-11-15_49_14  Epoch: 14, Training Step: 0, Loss: 1.1310327053070068, Learning Rate: 0.0005
2022-06-11-15_49_41  Epoch: 14, Training Step: 100, Loss: 1.5012273788452148, Learning Rate: 0.0005
2022-06-11-15_50_08  Epoch: 14, Training Step: 200, Loss: 1.2326529026031494, Learning Rate: 0.0005
2022-06-11-15_50_35  Epoch: 14, Training Step: 300, Loss: 1.1318047046661377, Learning Rate: 0.0005
2022-06-11-15_51_02  Epoch: 14, Training Step: 400, Loss: 1.1948401927947998, Learning Rate: 0.0005
2022-06-11-15_51_29  Epoch: 14, Training Step: 500, Loss: 1.1573883295059204, Learning Rate: 0.0005
2022-06-11-15_51_56  Epoch: 14, Training Step: 600, Loss: 0.9739535450935364, Learning Rate: 0.0005
2022-06-11-15_52_24  Epoch: 14, Training Step: 700, Loss: 1.0699394941329956, Learning Rate: 0.0005
2022-06-11-15_52_51  Epoch: 14, Training Step: 800, Loss: 0.8729660511016846, Learning Rate: 0.0005
2022-06-11-15_53_17  Epoch: 14, Training Step: 900, Loss: 1.305024266242981, Learning Rate: 0.0005
2022-06-11-15_53_44  Epoch: 14, Training Step: 1000, Loss: 1.118597149848938, Learning Rate: 0.0005
2022-06-11-15_54_11  Epoch: 14, Training Step: 1100, Loss: 1.1220839023590088, Learning Rate: 0.0005
2022-06-11-15_54_38  Epoch: 14, Training Step: 1200, Loss: 1.3891503810882568, Learning Rate: 0.0005
2022-06-11-15_55_04  Epoch: 14, Training Step: 1300, Loss: 1.1790591478347778, Learning Rate: 0.0005
2022-06-11-15_55_32  Epoch: 14, Training Step: 1400, Loss: 0.8465138077735901, Learning Rate: 0.0005
2022-06-11-15_55_59  Epoch: 14, Training Step: 1500, Loss: 1.193110704421997, Learning Rate: 0.0005
2022-06-11-15_56_26  Epoch: 14, Training Step: 1600, Loss: 0.826556384563446, Learning Rate: 0.0005
2022-06-11-15_56_53  Epoch: 14, Training Step: 1700, Loss: 1.0117931365966797, Learning Rate: 0.0005
2022-06-11-15_57_20  Epoch: 14, Training Step: 1800, Loss: 1.0087568759918213, Learning Rate: 0.0005
2022-06-11-15_57_47  Epoch: 14, Training Step: 1900, Loss: 1.1526219844818115, Learning Rate: 0.0005
2022-06-11-15_58_14  Epoch: 14, Training Step: 2000, Loss: 1.1926593780517578, Learning Rate: 0.0005
2022-06-11-15_58_41  Epoch: 14, Training Step: 2100, Loss: 1.215949296951294, Learning Rate: 0.0005
2022-06-11-15_59_08  Epoch: 14, Training Step: 2200, Loss: 0.8825156688690186, Learning Rate: 0.0005
2022-06-11-15_59_35  Epoch: 14, Training Step: 2300, Loss: 1.252418875694275, Learning Rate: 0.0005
2022-06-11-16_00_01  Epoch: 14, Training Step: 2400, Loss: 0.961732029914856, Learning Rate: 0.0005
2022-06-11-16_00_28  Epoch: 14, Training Step: 2500, Loss: 1.0434844493865967, Learning Rate: 0.0005
2022-06-11-16_00_55  Epoch: 14, Training Step: 2600, Loss: 0.947956919670105, Learning Rate: 0.0005
2022-06-11-16_01_23  Epoch: 14, Training Step: 2700, Loss: 1.231647253036499, Learning Rate: 0.0005
2022-06-11-16_01_49  Epoch: 14, Training Step: 2800, Loss: 1.1034655570983887, Learning Rate: 0.0005
2022-06-11-16_02_15  Epoch: 14, Training Step: 2900, Loss: 1.4298374652862549, Learning Rate: 0.0005
2022-06-11-16_02_42  Epoch: 14, Training Step: 3000, Loss: 0.8487426042556763, Learning Rate: 0.0005
2022-06-11-16_03_09  Epoch: 14, Training Step: 3100, Loss: 1.3663572072982788, Learning Rate: 0.0005
2022-06-11-16_03_36  Epoch: 14, Training Step: 3200, Loss: 1.0110013484954834, Learning Rate: 0.0005
2022-06-11-16_06_37  Epoch: 15, Training Step: 0, Loss: 1.0731158256530762, Learning Rate: 0.0005
2022-06-11-16_07_05  Epoch: 15, Training Step: 100, Loss: 1.0160133838653564, Learning Rate: 0.0005
2022-06-11-16_07_33  Epoch: 15, Training Step: 200, Loss: 1.0473532676696777, Learning Rate: 0.0005
2022-06-11-16_08_00  Epoch: 15, Training Step: 300, Loss: 0.9967776536941528, Learning Rate: 0.0005
2022-06-11-16_08_27  Epoch: 15, Training Step: 400, Loss: 1.1063125133514404, Learning Rate: 0.0005
2022-06-11-16_08_53  Epoch: 15, Training Step: 500, Loss: 1.0319161415100098, Learning Rate: 0.0005
2022-06-11-16_09_20  Epoch: 15, Training Step: 600, Loss: 0.9754555821418762, Learning Rate: 0.0005
2022-06-11-16_09_47  Epoch: 15, Training Step: 700, Loss: 1.2341723442077637, Learning Rate: 0.0005
2022-06-11-16_10_14  Epoch: 15, Training Step: 800, Loss: 1.068359136581421, Learning Rate: 0.0005
2022-06-11-16_10_41  Epoch: 15, Training Step: 900, Loss: 1.2850701808929443, Learning Rate: 0.0005
2022-06-11-16_11_08  Epoch: 15, Training Step: 1000, Loss: 1.0809309482574463, Learning Rate: 0.0005
2022-06-11-16_11_35  Epoch: 15, Training Step: 1100, Loss: 0.8632314205169678, Learning Rate: 0.0005
2022-06-11-16_12_02  Epoch: 15, Training Step: 1200, Loss: 0.9922436475753784, Learning Rate: 0.0005
2022-06-11-16_12_29  Epoch: 15, Training Step: 1300, Loss: 1.242074966430664, Learning Rate: 0.0005
2022-06-11-16_12_56  Epoch: 15, Training Step: 1400, Loss: 1.0775301456451416, Learning Rate: 0.0005
2022-06-11-16_13_23  Epoch: 15, Training Step: 1500, Loss: 0.9774206280708313, Learning Rate: 0.0005
2022-06-11-16_13_50  Epoch: 15, Training Step: 1600, Loss: 1.457953691482544, Learning Rate: 0.0005
2022-06-11-16_14_17  Epoch: 15, Training Step: 1700, Loss: 1.2432178258895874, Learning Rate: 0.0005
2022-06-11-16_14_44  Epoch: 15, Training Step: 1800, Loss: 1.2473340034484863, Learning Rate: 0.0005
2022-06-11-16_15_11  Epoch: 15, Training Step: 1900, Loss: 0.8979220390319824, Learning Rate: 0.0005
2022-06-11-16_15_37  Epoch: 15, Training Step: 2000, Loss: 0.9823242425918579, Learning Rate: 0.0005
2022-06-11-16_16_05  Epoch: 15, Training Step: 2100, Loss: 1.194561243057251, Learning Rate: 0.0005
2022-06-11-16_16_32  Epoch: 15, Training Step: 2200, Loss: 0.9378173351287842, Learning Rate: 0.0005
2022-06-11-16_16_59  Epoch: 15, Training Step: 2300, Loss: 0.904889702796936, Learning Rate: 0.0005
2022-06-11-16_17_26  Epoch: 15, Training Step: 2400, Loss: 1.0827124118804932, Learning Rate: 0.0005
2022-06-11-16_17_53  Epoch: 15, Training Step: 2500, Loss: 0.8956049084663391, Learning Rate: 0.0005
2022-06-11-16_18_20  Epoch: 15, Training Step: 2600, Loss: 0.8999770879745483, Learning Rate: 0.0005
2022-06-11-16_18_47  Epoch: 15, Training Step: 2700, Loss: 1.1723721027374268, Learning Rate: 0.0005
2022-06-11-16_19_14  Epoch: 15, Training Step: 2800, Loss: 1.2060340642929077, Learning Rate: 0.0005
2022-06-11-16_19_41  Epoch: 15, Training Step: 2900, Loss: 0.9672418832778931, Learning Rate: 0.0005
2022-06-11-16_20_08  Epoch: 15, Training Step: 3000, Loss: 0.9879023432731628, Learning Rate: 0.0005
2022-06-11-16_20_36  Epoch: 15, Training Step: 3100, Loss: 0.9186134338378906, Learning Rate: 0.0005
2022-06-11-16_21_03  Epoch: 15, Training Step: 3200, Loss: 1.382629156112671, Learning Rate: 0.0005
2022-06-11-16_24_00  Epoch: 16, Training Step: 0, Loss: 0.8464668989181519, Learning Rate: 0.0005
2022-06-11-16_24_27  Epoch: 16, Training Step: 100, Loss: 0.9894727468490601, Learning Rate: 0.0005
2022-06-11-16_24_54  Epoch: 16, Training Step: 200, Loss: 0.9361720085144043, Learning Rate: 0.0005
2022-06-11-16_25_21  Epoch: 16, Training Step: 300, Loss: 1.1465487480163574, Learning Rate: 0.0005
2022-06-11-16_25_48  Epoch: 16, Training Step: 400, Loss: 0.961929202079773, Learning Rate: 0.0005
2022-06-11-16_26_14  Epoch: 16, Training Step: 500, Loss: 1.0741755962371826, Learning Rate: 0.0005
2022-06-11-16_26_41  Epoch: 16, Training Step: 600, Loss: 1.140052318572998, Learning Rate: 0.0005
2022-06-11-16_27_08  Epoch: 16, Training Step: 700, Loss: 0.9098001718521118, Learning Rate: 0.0005
2022-06-11-16_27_35  Epoch: 16, Training Step: 800, Loss: 0.9948786497116089, Learning Rate: 0.0005
2022-06-11-16_28_02  Epoch: 16, Training Step: 900, Loss: 1.0675108432769775, Learning Rate: 0.0005
2022-06-11-16_28_29  Epoch: 16, Training Step: 1000, Loss: 1.0062878131866455, Learning Rate: 0.0005
2022-06-11-16_28_56  Epoch: 16, Training Step: 1100, Loss: 1.0540313720703125, Learning Rate: 0.0005
2022-06-11-16_29_23  Epoch: 16, Training Step: 1200, Loss: 1.1576356887817383, Learning Rate: 0.0005
2022-06-11-16_29_50  Epoch: 16, Training Step: 1300, Loss: 1.120190143585205, Learning Rate: 0.0005
2022-06-11-16_30_16  Epoch: 16, Training Step: 1400, Loss: 1.0518758296966553, Learning Rate: 0.0005
2022-06-11-16_30_44  Epoch: 16, Training Step: 1500, Loss: 1.3410894870758057, Learning Rate: 0.0005
2022-06-11-16_31_10  Epoch: 16, Training Step: 1600, Loss: 1.3041331768035889, Learning Rate: 0.0005
2022-06-11-16_31_37  Epoch: 16, Training Step: 1700, Loss: 0.9481334686279297, Learning Rate: 0.0005
2022-06-11-16_32_04  Epoch: 16, Training Step: 1800, Loss: 1.0703068971633911, Learning Rate: 0.0005
2022-06-11-16_32_31  Epoch: 16, Training Step: 1900, Loss: 0.9075995087623596, Learning Rate: 0.0005
2022-06-11-16_32_58  Epoch: 16, Training Step: 2000, Loss: 1.4394972324371338, Learning Rate: 0.0005
2022-06-11-16_33_25  Epoch: 16, Training Step: 2100, Loss: 0.917809247970581, Learning Rate: 0.0005
2022-06-11-16_33_52  Epoch: 16, Training Step: 2200, Loss: 1.053597092628479, Learning Rate: 0.0005
2022-06-11-16_34_20  Epoch: 16, Training Step: 2300, Loss: 1.2647314071655273, Learning Rate: 0.0005
2022-06-11-16_34_46  Epoch: 16, Training Step: 2400, Loss: 0.9668329358100891, Learning Rate: 0.0005
2022-06-11-16_35_13  Epoch: 16, Training Step: 2500, Loss: 1.1018812656402588, Learning Rate: 0.0005
2022-06-11-16_35_39  Epoch: 16, Training Step: 2600, Loss: 1.0027198791503906, Learning Rate: 0.0005
2022-06-11-16_36_06  Epoch: 16, Training Step: 2700, Loss: 1.1969958543777466, Learning Rate: 0.0005
2022-06-11-16_36_32  Epoch: 16, Training Step: 2800, Loss: 1.491642713546753, Learning Rate: 0.0005
2022-06-11-16_36_59  Epoch: 16, Training Step: 2900, Loss: 1.1058461666107178, Learning Rate: 0.0005
2022-06-11-16_37_26  Epoch: 16, Training Step: 3000, Loss: 1.0708187818527222, Learning Rate: 0.0005
2022-06-11-16_37_53  Epoch: 16, Training Step: 3100, Loss: 1.0575523376464844, Learning Rate: 0.0005
2022-06-11-16_38_20  Epoch: 16, Training Step: 3200, Loss: 1.2220871448516846, Learning Rate: 0.0005
2022-06-11-16_41_23  Epoch: 17, Training Step: 0, Loss: 1.0312994718551636, Learning Rate: 0.0005
2022-06-11-16_41_51  Epoch: 17, Training Step: 100, Loss: 1.41098153591156, Learning Rate: 0.0005
2022-06-11-16_42_18  Epoch: 17, Training Step: 200, Loss: 1.0603597164154053, Learning Rate: 0.0005
2022-06-11-16_42_45  Epoch: 17, Training Step: 300, Loss: 1.0296939611434937, Learning Rate: 0.0005
2022-06-11-16_43_13  Epoch: 17, Training Step: 400, Loss: 1.3128314018249512, Learning Rate: 0.0005
2022-06-11-16_43_40  Epoch: 17, Training Step: 500, Loss: 1.1388170719146729, Learning Rate: 0.0005
2022-06-11-16_44_07  Epoch: 17, Training Step: 600, Loss: 1.1295585632324219, Learning Rate: 0.0005
2022-06-11-16_44_34  Epoch: 17, Training Step: 700, Loss: 1.15358304977417, Learning Rate: 0.0005
2022-06-11-16_45_00  Epoch: 17, Training Step: 800, Loss: 1.191986083984375, Learning Rate: 0.0005
2022-06-11-16_45_28  Epoch: 17, Training Step: 900, Loss: 0.9202686548233032, Learning Rate: 0.0005
2022-06-11-16_45_55  Epoch: 17, Training Step: 1000, Loss: 1.023421049118042, Learning Rate: 0.0005
2022-06-11-16_46_22  Epoch: 17, Training Step: 1100, Loss: 1.0573792457580566, Learning Rate: 0.0005
2022-06-11-16_46_49  Epoch: 17, Training Step: 1200, Loss: 1.2244832515716553, Learning Rate: 0.0005
2022-06-11-16_47_17  Epoch: 17, Training Step: 1300, Loss: 1.174664855003357, Learning Rate: 0.0005
2022-06-11-16_47_44  Epoch: 17, Training Step: 1400, Loss: 0.9969823360443115, Learning Rate: 0.0005
2022-06-11-16_48_11  Epoch: 17, Training Step: 1500, Loss: 1.0219454765319824, Learning Rate: 0.0005
2022-06-11-16_48_37  Epoch: 17, Training Step: 1600, Loss: 0.9886231422424316, Learning Rate: 0.0005
2022-06-11-16_49_04  Epoch: 17, Training Step: 1700, Loss: 1.216768503189087, Learning Rate: 0.0005
2022-06-11-16_49_31  Epoch: 17, Training Step: 1800, Loss: 1.6100236177444458, Learning Rate: 0.0005
2022-06-11-16_49_57  Epoch: 17, Training Step: 1900, Loss: 1.0877033472061157, Learning Rate: 0.0005
2022-06-11-16_50_24  Epoch: 17, Training Step: 2000, Loss: 1.1360857486724854, Learning Rate: 0.0005
2022-06-11-16_50_52  Epoch: 17, Training Step: 2100, Loss: 0.9480258226394653, Learning Rate: 0.0005
2022-06-11-16_51_19  Epoch: 17, Training Step: 2200, Loss: 1.1820428371429443, Learning Rate: 0.0005
2022-06-11-16_51_45  Epoch: 17, Training Step: 2300, Loss: 0.9227538108825684, Learning Rate: 0.0005
2022-06-11-16_52_13  Epoch: 17, Training Step: 2400, Loss: 0.9767598509788513, Learning Rate: 0.0005
2022-06-11-16_52_40  Epoch: 17, Training Step: 2500, Loss: 0.847714900970459, Learning Rate: 0.0005
2022-06-11-16_53_07  Epoch: 17, Training Step: 2600, Loss: 1.014905333518982, Learning Rate: 0.0005
2022-06-11-16_53_34  Epoch: 17, Training Step: 2700, Loss: 0.8809043169021606, Learning Rate: 0.0005
2022-06-11-16_54_01  Epoch: 17, Training Step: 2800, Loss: 0.8840841054916382, Learning Rate: 0.0005
2022-06-11-16_54_28  Epoch: 17, Training Step: 2900, Loss: 1.2066535949707031, Learning Rate: 0.0005
2022-06-11-16_54_55  Epoch: 17, Training Step: 3000, Loss: 1.2322132587432861, Learning Rate: 0.0005
2022-06-11-16_55_22  Epoch: 17, Training Step: 3100, Loss: 0.9175085425376892, Learning Rate: 0.0005
2022-06-11-16_55_49  Epoch: 17, Training Step: 3200, Loss: 1.0019276142120361, Learning Rate: 0.0005
2022-06-11-16_58_51  Epoch: 18, Training Step: 0, Loss: 0.9275822639465332, Learning Rate: 0.0005
2022-06-11-16_59_19  Epoch: 18, Training Step: 100, Loss: 0.9631880521774292, Learning Rate: 0.0005
2022-06-11-16_59_46  Epoch: 18, Training Step: 200, Loss: 0.9824031591415405, Learning Rate: 0.0005
2022-06-11-17_00_13  Epoch: 18, Training Step: 300, Loss: 1.0789155960083008, Learning Rate: 0.0005
2022-06-11-17_00_40  Epoch: 18, Training Step: 400, Loss: 1.0933277606964111, Learning Rate: 0.0005
2022-06-11-17_01_07  Epoch: 18, Training Step: 500, Loss: 0.8892877101898193, Learning Rate: 0.0005
2022-06-11-17_01_34  Epoch: 18, Training Step: 600, Loss: 1.0150611400604248, Learning Rate: 0.0005
2022-06-11-17_02_01  Epoch: 18, Training Step: 700, Loss: 1.2712070941925049, Learning Rate: 0.0005
2022-06-11-17_02_28  Epoch: 18, Training Step: 800, Loss: 0.9699919819831848, Learning Rate: 0.0005
2022-06-11-17_02_55  Epoch: 18, Training Step: 900, Loss: 1.6275653839111328, Learning Rate: 0.0005
2022-06-11-17_03_23  Epoch: 18, Training Step: 1000, Loss: 0.980226993560791, Learning Rate: 0.0005
2022-06-11-17_03_50  Epoch: 18, Training Step: 1100, Loss: 1.17983078956604, Learning Rate: 0.0005
2022-06-11-17_04_17  Epoch: 18, Training Step: 1200, Loss: 1.0245625972747803, Learning Rate: 0.0005
2022-06-11-17_04_44  Epoch: 18, Training Step: 1300, Loss: 1.0712435245513916, Learning Rate: 0.0005
2022-06-11-17_05_11  Epoch: 18, Training Step: 1400, Loss: 0.9731164574623108, Learning Rate: 0.0005
2022-06-11-17_05_38  Epoch: 18, Training Step: 1500, Loss: 1.3514699935913086, Learning Rate: 0.0005
2022-06-11-17_06_05  Epoch: 18, Training Step: 1600, Loss: 1.0943360328674316, Learning Rate: 0.0005
2022-06-11-17_06_32  Epoch: 18, Training Step: 1700, Loss: 1.0170714855194092, Learning Rate: 0.0005
2022-06-11-17_06_59  Epoch: 18, Training Step: 1800, Loss: 0.9210675954818726, Learning Rate: 0.0005
2022-06-11-17_07_25  Epoch: 18, Training Step: 1900, Loss: 0.9215133786201477, Learning Rate: 0.0005
2022-06-11-17_07_53  Epoch: 18, Training Step: 2000, Loss: 1.5458853244781494, Learning Rate: 0.0005
2022-06-11-17_08_19  Epoch: 18, Training Step: 2100, Loss: 1.0929828882217407, Learning Rate: 0.0005
2022-06-11-17_08_47  Epoch: 18, Training Step: 2200, Loss: 0.9689260721206665, Learning Rate: 0.0005
2022-06-11-17_09_13  Epoch: 18, Training Step: 2300, Loss: 0.9872651100158691, Learning Rate: 0.0005
2022-06-11-17_09_40  Epoch: 18, Training Step: 2400, Loss: 1.0072596073150635, Learning Rate: 0.0005
2022-06-11-17_10_07  Epoch: 18, Training Step: 2500, Loss: 1.1589759588241577, Learning Rate: 0.0005
2022-06-11-17_10_34  Epoch: 18, Training Step: 2600, Loss: 0.9628284573554993, Learning Rate: 0.0005
2022-06-11-17_11_01  Epoch: 18, Training Step: 2700, Loss: 1.1846179962158203, Learning Rate: 0.0005
2022-06-11-17_11_27  Epoch: 18, Training Step: 2800, Loss: 0.9188827276229858, Learning Rate: 0.0005
2022-06-11-17_11_55  Epoch: 18, Training Step: 2900, Loss: 0.9043879508972168, Learning Rate: 0.0005
2022-06-11-17_12_22  Epoch: 18, Training Step: 3000, Loss: 1.2526633739471436, Learning Rate: 0.0005
2022-06-11-17_12_48  Epoch: 18, Training Step: 3100, Loss: 1.0205609798431396, Learning Rate: 0.0005
2022-06-11-17_13_15  Epoch: 18, Training Step: 3200, Loss: 0.9468791484832764, Learning Rate: 0.0005
2022-06-11-17_16_22  Epoch: 19, Training Step: 0, Loss: 0.7945759892463684, Learning Rate: 0.0005
2022-06-11-17_16_49  Epoch: 19, Training Step: 100, Loss: 0.9097440242767334, Learning Rate: 0.0005
2022-06-11-17_17_16  Epoch: 19, Training Step: 200, Loss: 1.2820713520050049, Learning Rate: 0.0005
2022-06-11-17_17_42  Epoch: 19, Training Step: 300, Loss: 1.1356292963027954, Learning Rate: 0.0005
2022-06-11-17_18_09  Epoch: 19, Training Step: 400, Loss: 0.8955872058868408, Learning Rate: 0.0005
2022-06-11-17_18_37  Epoch: 19, Training Step: 500, Loss: 0.8772515654563904, Learning Rate: 0.0005
2022-06-11-17_19_04  Epoch: 19, Training Step: 600, Loss: 1.4392979145050049, Learning Rate: 0.0005
2022-06-11-17_19_31  Epoch: 19, Training Step: 700, Loss: 1.0193161964416504, Learning Rate: 0.0005
2022-06-11-17_19_58  Epoch: 19, Training Step: 800, Loss: 1.0154471397399902, Learning Rate: 0.0005
2022-06-11-17_20_25  Epoch: 19, Training Step: 900, Loss: 1.0616865158081055, Learning Rate: 0.0005
2022-06-11-17_20_52  Epoch: 19, Training Step: 1000, Loss: 0.8770995140075684, Learning Rate: 0.0005
2022-06-11-17_21_19  Epoch: 19, Training Step: 1100, Loss: 1.1002198457717896, Learning Rate: 0.0005
2022-06-11-17_21_46  Epoch: 19, Training Step: 1200, Loss: 1.0481185913085938, Learning Rate: 0.0005
2022-06-11-17_22_13  Epoch: 19, Training Step: 1300, Loss: 1.194113850593567, Learning Rate: 0.0005
2022-06-11-17_22_40  Epoch: 19, Training Step: 1400, Loss: 1.1951892375946045, Learning Rate: 0.0005
2022-06-11-17_23_07  Epoch: 19, Training Step: 1500, Loss: 1.184515118598938, Learning Rate: 0.0005
2022-06-11-17_23_34  Epoch: 19, Training Step: 1600, Loss: 0.9025834798812866, Learning Rate: 0.0005
2022-06-11-17_24_01  Epoch: 19, Training Step: 1700, Loss: 1.7003405094146729, Learning Rate: 0.0005
2022-06-11-17_24_28  Epoch: 19, Training Step: 1800, Loss: 1.143230676651001, Learning Rate: 0.0005
2022-06-11-17_24_55  Epoch: 19, Training Step: 1900, Loss: 1.0605370998382568, Learning Rate: 0.0005
2022-06-11-17_25_22  Epoch: 19, Training Step: 2000, Loss: 0.8786780834197998, Learning Rate: 0.0005
2022-06-11-17_25_48  Epoch: 19, Training Step: 2100, Loss: 1.0917623043060303, Learning Rate: 0.0005
2022-06-11-17_26_15  Epoch: 19, Training Step: 2200, Loss: 1.1427028179168701, Learning Rate: 0.0005
2022-06-11-17_26_42  Epoch: 19, Training Step: 2300, Loss: 0.9640397429466248, Learning Rate: 0.0005
2022-06-11-17_27_09  Epoch: 19, Training Step: 2400, Loss: 1.1442444324493408, Learning Rate: 0.0005
2022-06-11-17_27_36  Epoch: 19, Training Step: 2500, Loss: 1.0127668380737305, Learning Rate: 0.0005
2022-06-11-17_28_03  Epoch: 19, Training Step: 2600, Loss: 0.9142045974731445, Learning Rate: 0.0005
2022-06-11-17_28_30  Epoch: 19, Training Step: 2700, Loss: 1.0751678943634033, Learning Rate: 0.0005
2022-06-11-17_28_57  Epoch: 19, Training Step: 2800, Loss: 1.000347375869751, Learning Rate: 0.0005
2022-06-11-17_29_24  Epoch: 19, Training Step: 2900, Loss: 1.0758402347564697, Learning Rate: 0.0005
2022-06-11-17_29_51  Epoch: 19, Training Step: 3000, Loss: 1.154860496520996, Learning Rate: 0.0005
2022-06-11-17_30_18  Epoch: 19, Training Step: 3100, Loss: 1.0086051225662231, Learning Rate: 0.0005
2022-06-11-17_30_46  Epoch: 19, Training Step: 3200, Loss: 1.053052544593811, Learning Rate: 0.0005
2022-06-11-17_33_49  Epoch: 20, Training Step: 0, Loss: 0.9345813989639282, Learning Rate: 0.00025
2022-06-11-17_34_16  Epoch: 20, Training Step: 100, Loss: 0.9525861740112305, Learning Rate: 0.00025
2022-06-11-17_34_43  Epoch: 20, Training Step: 200, Loss: 1.1528624296188354, Learning Rate: 0.00025
2022-06-11-17_35_10  Epoch: 20, Training Step: 300, Loss: 1.082244873046875, Learning Rate: 0.00025
2022-06-11-17_35_37  Epoch: 20, Training Step: 400, Loss: 0.9844247102737427, Learning Rate: 0.00025
2022-06-11-17_36_05  Epoch: 20, Training Step: 500, Loss: 1.1950461864471436, Learning Rate: 0.00025
2022-06-11-17_36_32  Epoch: 20, Training Step: 600, Loss: 0.8908789753913879, Learning Rate: 0.00025
2022-06-11-17_36_58  Epoch: 20, Training Step: 700, Loss: 0.9239649772644043, Learning Rate: 0.00025
2022-06-11-17_37_26  Epoch: 20, Training Step: 800, Loss: 0.9359740614891052, Learning Rate: 0.00025
2022-06-11-17_37_53  Epoch: 20, Training Step: 900, Loss: 0.9045329093933105, Learning Rate: 0.00025
2022-06-11-17_38_20  Epoch: 20, Training Step: 1000, Loss: 1.014051914215088, Learning Rate: 0.00025
2022-06-11-17_38_47  Epoch: 20, Training Step: 1100, Loss: 0.9461745023727417, Learning Rate: 0.00025
2022-06-11-17_39_14  Epoch: 20, Training Step: 1200, Loss: 1.0692896842956543, Learning Rate: 0.00025
2022-06-11-17_39_41  Epoch: 20, Training Step: 1300, Loss: 0.9772086143493652, Learning Rate: 0.00025
2022-06-11-17_40_08  Epoch: 20, Training Step: 1400, Loss: 0.984085202217102, Learning Rate: 0.00025
2022-06-11-17_40_36  Epoch: 20, Training Step: 1500, Loss: 1.026557207107544, Learning Rate: 0.00025
2022-06-11-17_41_02  Epoch: 20, Training Step: 1600, Loss: 1.1712117195129395, Learning Rate: 0.00025
2022-06-11-17_41_29  Epoch: 20, Training Step: 1700, Loss: 1.2872921228408813, Learning Rate: 0.00025
2022-06-11-17_41_57  Epoch: 20, Training Step: 1800, Loss: 0.9321684241294861, Learning Rate: 0.00025
2022-06-11-17_42_24  Epoch: 20, Training Step: 1900, Loss: 0.9138909578323364, Learning Rate: 0.00025
2022-06-11-17_42_51  Epoch: 20, Training Step: 2000, Loss: 1.0616540908813477, Learning Rate: 0.00025
2022-06-11-17_43_18  Epoch: 20, Training Step: 2100, Loss: 1.1120816469192505, Learning Rate: 0.00025
2022-06-11-17_43_45  Epoch: 20, Training Step: 2200, Loss: 1.133469820022583, Learning Rate: 0.00025
2022-06-11-17_44_12  Epoch: 20, Training Step: 2300, Loss: 1.0321006774902344, Learning Rate: 0.00025
2022-06-11-17_44_40  Epoch: 20, Training Step: 2400, Loss: 1.1385127305984497, Learning Rate: 0.00025
2022-06-11-17_45_07  Epoch: 20, Training Step: 2500, Loss: 0.872397780418396, Learning Rate: 0.00025
2022-06-11-17_45_34  Epoch: 20, Training Step: 2600, Loss: 0.8945860862731934, Learning Rate: 0.00025
2022-06-11-17_46_01  Epoch: 20, Training Step: 2700, Loss: 1.073378324508667, Learning Rate: 0.00025
2022-06-11-17_46_28  Epoch: 20, Training Step: 2800, Loss: 1.3166817426681519, Learning Rate: 0.00025
2022-06-11-17_46_55  Epoch: 20, Training Step: 2900, Loss: 0.9290545582771301, Learning Rate: 0.00025
2022-06-11-17_47_21  Epoch: 20, Training Step: 3000, Loss: 0.8756380677223206, Learning Rate: 0.00025
2022-06-11-17_47_48  Epoch: 20, Training Step: 3100, Loss: 1.005760669708252, Learning Rate: 0.00025
2022-06-11-17_48_15  Epoch: 20, Training Step: 3200, Loss: 0.8743054270744324, Learning Rate: 0.00025
2022-06-11-17_51_13  Epoch: 21, Training Step: 0, Loss: 1.3005311489105225, Learning Rate: 0.00025
2022-06-11-17_51_41  Epoch: 21, Training Step: 100, Loss: 0.9805651903152466, Learning Rate: 0.00025
2022-06-11-17_52_09  Epoch: 21, Training Step: 200, Loss: 0.9904885292053223, Learning Rate: 0.00025
2022-06-11-17_52_36  Epoch: 21, Training Step: 300, Loss: 1.0280566215515137, Learning Rate: 0.00025
2022-06-11-17_53_03  Epoch: 21, Training Step: 400, Loss: 1.3948554992675781, Learning Rate: 0.00025
2022-06-11-17_53_31  Epoch: 21, Training Step: 500, Loss: 1.0199434757232666, Learning Rate: 0.00025
2022-06-11-17_53_58  Epoch: 21, Training Step: 600, Loss: 0.8186314105987549, Learning Rate: 0.00025
2022-06-11-17_54_26  Epoch: 21, Training Step: 700, Loss: 0.9115383625030518, Learning Rate: 0.00025
2022-06-11-17_54_53  Epoch: 21, Training Step: 800, Loss: 0.8731721639633179, Learning Rate: 0.00025
2022-06-11-17_55_20  Epoch: 21, Training Step: 900, Loss: 0.9929087162017822, Learning Rate: 0.00025
